vix,sp500,sp500_volume,djia,djia_volume,hsi,ads,us3m,joblessness,epu,GPRD,prev_day,sp500_7d_ma,sp500_30d_ma,sp500_volatility,prev_day_price
17.38,1270.199951,22.29113564346336,11691.18,178.63,23668.48047,0.1529,0.14,4,142.1704625,119.2524338,1271.869995,1261.9171491428572,1233.0086629,6.292738267587019,1271.869995
17.02,1276.560059,22.284546585034413,11722.89,169.99,23757.82031,0.139797,0.14,4,142.1704625,44.56369019,1270.199951,1264.634294857143,1235.632666,7.97043369249998,1270.199951
17.4,1273.849976,22.301027306726397,11697.31,193.08,23786.30078,0.127133,0.15,4,142.1704625,74.08298492,1276.560059,1266.8257185714285,1238.7366658666667,8.113491111783114,1276.560059
17.14,1271.5,22.325298397521284,11674.76,188.72,23686.63086,0.114902,0.14,4,142.1704625,74.59210968,1273.849976,1268.5000001428573,1241.175,7.610924845241567,1273.849976
17.54,1269.75,22.118631430001457,11637.45,150.34,23527.25977,0.0792291,0.15,4,142.1704625,96.1325531,1271.5,1270.1957137142856,1243.8533325333335,6.002876438199841,1271.5
16.89,1274.47998,22.12216788635225,11671.88,157.44,23760.33984,0.0656212,0.15,4,142.1704625,89.32766724,1269.75,1272.601423,1246.7439981999999,2.463211332968413,1269.75
16.24,1285.959961,22.16474416420274,11755.44,144.96,24125.60938,0.050891,0.15,4,142.1704625,74.32042694,1274.47998,1274.6142752857143,1250.2576619333333,5.5671505388713465,1274.47998
16.39,1283.76001,22.184398617896008,11731.9,161.66,24238.98047,0.0350328,0.15,4,142.1704625,61.53376389,1285.959961,1276.5514265714285,1252.8473307333334,6.108045371655164,1285.959961
15.46,1293.23999,22.262622428819153,11787.38,200.77,24283.23047,0.0180402,0.15,4,142.1704625,66.92056274,1283.76001,1278.934273857143,1255.2376627666667,8.780771189124897,1283.76001
15.87,1295.02002,22.38813656430845,11837.93,203.39,24153.98047,-0.056322,0.16,4,142.1704625,56.98224258,1293.23999,1281.958565857143,1257.5813314000002,10.259048084642778,1293.23999
17.31,1281.920044,22.280085367135907,11825.29,166.25,24419.61914,-0.0740014,0.16,4,142.1704625,62.64032364,1295.02002,1283.4471435714283,1259.5413330333333,9.18873626134283,1295.02002
17.99,1280.26001,22.319683350890724,11822.8,180.8,24003.69922,-0.0911609,0.16,4,142.1704625,59.08705139,1281.920044,1284.9485735714286,1261.4250000333334,7.226839772157386,1281.920044
18.47,1283.349976,22.319683350890724,11871.84,249.48,23876.85938,-0.107807,0.16,4,142.1704625,88.97392273,1280.26001,1286.2157158571429,1263.2606649333331,5.702160327170351,1280.26001
17.65,1290.839966,22.084875523200676,11980.52,184.0,23801.7793,-0.157035,0.16,4,142.1704625,106.995079,1283.349976,1286.9128594285714,1265.1886637999999,5.958243716384498,1283.349976
17.59,1291.180054,22.248317288137752,11977.19,191.96,23788.83008,-0.1763,0.16,4,142.1704625,204.1993713,1290.839966,1287.9728657142857,1266.8813314666666,5.963880249942587,1290.839966
16.64,1296.630005,22.2773982063618,11985.44,168.32,23843.24023,-0.197389,0.16,4,142.1704625,113.7510223,1291.180054,1288.4571535714283,1268.7536662666666,6.56974029274877,1291.180054
16.15,1299.540039,22.184015788597325,11989.83,167.77,23779.61914,-0.22031,0.15,4,142.1704625,68.67119598,1296.630005,1289.1028705714286,1270.6853353666665,7.481192035586717,1296.630005
20.04,1276.339966,22.449353699070716,11823.7,214.17,23617.01953,-0.245072,0.15,4,142.1704625,69.63356018,1299.540039,1288.3057165714285,1272.0556682333333,8.589334080572494,1299.540039
19.53,1286.119995,22.150500585817802,11891.93,206.58,23447.33984,-0.330196,0.15,4,142.1704625,89.41900635,1276.339966,1289.1428572857144,1273.4973349,7.935136127920668,1276.339966
17.63,1307.589966,22.36507412960459,12040.16,180.89,23482.94922,-0.361806,0.15,4,145.508897,118.0340271,1286.119995,1292.6057130000002,1275.6199993,10.004974351561374,1286.119995
17.3,1304.030029,22.13382833057775,12041.97,143.44,23908.96094,-0.391487,0.16,4,145.508897,98.82798767,1307.589966,1294.4900077142859,1277.5183350666666,10.825434850852291,1307.589966
16.69,1307.099976,22.198255365247757,12062.26,143.71,23908.96094,-0.419251,0.14,4,145.508897,113.2795181,1304.030029,1296.7642822857142,1279.2683350666666,11.654680540828458,1304.030029
15.93,1310.869995,22.090874197365537,12092.15,121.78,23908.96094,-0.445109,0.15,4,145.508897,94.64479065,1307.099976,1298.7985665714284,1281.0026693666666,12.812587456321992,1307.099976
16.28,1319.050049,22.084824272294178,12161.63,132.96,23553.58984,-0.509519,0.16,4,145.508897,59.57855606,1310.869995,1301.5857108571429,1283.078670333333,14.945288723998805,1310.869995
15.81,1324.569946,22.07949524300853,12233.15,126.65,23484.30078,-0.524195,0.15,4,145.508897,56.5928421,1319.050049,1308.4757080000002,1285.3130005666667,12.239232938739555,1319.050049
15.87,1320.880005,22.089928756372032,12239.89,162.91,23164.0293,-0.53518,0.14,4,145.508897,86.57846832,1324.569946,1313.4414237142857,1287.3920004,7.961085457948525,1324.569946
16.09,1321.869995,22.15467934682021,12229.29,274.44,22708.61914,-0.54248,0.12,4,145.508897,104.0421371,1320.880005,1315.481427857143,1289.4616659333333,8.040970383280463,1320.880005
15.69,1329.150024,22.162935074695014,12273.26,184.29,22828.91992,-0.546097,0.12,4,145.508897,97.62648773,1321.869995,1319.0699985714286,1291.8373332333333,7.675657784624126,1321.869995
15.95,1332.319946,21.995001957445876,12268.19,146.35,23121.06055,-0.537281,0.13,4,145.508897,76.56786346,1329.150024,1322.6728514285714,1294.3266642666667,7.010826866210336,1329.150024
16.37,1328.01001,22.091105961537554,12226.64,142.58,22899.7793,-0.531018,0.13,4,145.508897,55.5799942,1332.319946,1325.121425,1296.1979981,4.86688493953629,1332.319946
16.72,1336.319946,21.399495724137875,12288.17,146.27,23156.9707,-0.523493,0.12,4,145.508897,62.22502899,1328.01001,1327.5885531428573,1298.4019979333332,5.59847644794653,1328.01001
16.59,1340.430054,21.399495724137875,12318.14,130.86,23301.83984,-0.514704,0.09,4,145.508897,88.42582703,1336.319946,1329.8542828571428,1300.5309977666666,7.163740508549758,1336.319946
16.43,1343.01001,20.873675242068014,12391.25,230.04,23595.24023,-0.504648,0.1,4,145.508897,66.45070648,1340.430054,1333.015712142857,1302.8363322333332,7.42168125767525,1340.430054
20.8,1315.439941,21.003001420269992,12212.79,201.86,22990.81055,-0.44873,0.12,3,145.508897,163.830246,1343.01001,1332.097133,1304.3009969333332,9.21287435502456,1343.01001
22.13,1307.400024,21.0087003863594,12105.78,213.49,22906.90039,-0.429339,0.12,3,145.508897,73.44939423,1315.439941,1328.9899901428569,1305.5559977333332,13.184231159772558,1315.439941
21.32,1306.099976,20.924490924977327,12068.5,190.86,22601.03906,-0.407671,0.13,3,145.508897,144.0246887,1307.400024,1325.2442801428572,1306.6099976,15.586294434891759,1307.400024
19.22,1319.880005,22.067703814844215,12130.45,147.54,23012.36914,-0.383719,0.13,3,145.508897,137.7366943,1306.099976,1324.0828508571428,1307.7406657333333,15.648637882855228,1306.099976
18.35,1327.219971,20.948686793802842,12226.34,199.56,23338.01953,-0.296314,0.15,3,145.508897,107.2562408,1319.880005,1322.7828544285715,1309.1893311,14.81859358929216,1319.880005
21.01,1306.329956,20.88913614514569,12058.02,183.24,23396.41992,-0.259639,0.14,3,174.354369,178.9590149,1327.219971,1317.9114118571429,1309.6256633,13.605769858700791,1327.219971
20.7,1308.439941,20.747958450512392,12066.8,147.27,23048.66016,-0.22377,0.13,3,174.354369,126.9993973,1306.329956,1312.9728305714286,1310.0729939999999,8.162351339527994,1306.329956
18.6,1330.969971,22.191248474356517,12258.2,157.84,23122.41992,-0.188695,0.13,3,174.354369,154.9537964,1308.439941,1315.1914062857143,1311.7079915666666,10.670049661538696,1308.439941
19.06,1321.150024,22.16398682866236,12169.88,166.7,23408.85938,-0.154398,0.12,3,174.354369,119.6112747,1330.969971,1317.155692,1313.0709920333334,10.254188715265425,1330.969971
20.66,1310.130005,22.10070359412823,12090.03,176.2,23313.18945,-0.0577582,0.11,4,174.354369,138.7242737,1321.150024,1317.7314104285713,1313.963659666667,9.623768984793168,1321.150024
19.82,1321.819946,22.234301193325564,12214.38,158.61,23711.69922,-0.0298704,0.11,4,174.354369,166.005661,1310.130005,1318.0085448571429,1314.9963256666667,9.723370616560667,1310.130005
20.22,1320.02002,22.034168325411102,12213.09,128.36,23810.10938,-0.00441156,0.1,4,174.354369,199.4664307,1321.819946,1316.9799804285715,1315.9576578666668,8.935450595436556,1321.819946
21.88,1295.109985,22.275714262659807,11984.61,180.66,23614.89063,0.0186284,0.08,4,174.354369,136.3066101,1320.02002,1315.3771274285716,1315.9069905333333,11.732741790961208,1320.02002
20.08,1304.280029,22.042458394792916,12044.4,143.67,23249.7793,0.0392585,0.08,4,174.354369,136.7726898,1295.109985,1314.7828542857144,1316.0649902,12.237185771318742,1295.109985
21.13,1296.390015,22.12207407216355,11993.16,163.0,23345.88086,0.0873591,0.09,4,174.354369,87.97812653,1304.280029,1309.8428605714284,1316.7333251666666,11.575414447572738,1304.280029
24.32,1281.869995,22.37219365725918,11855.42,221.93,22678.25,0.0996074,0.1,4,174.354369,141.8113403,1296.390015,1304.231427857143,1316.5916585,14.365197188149274,1296.390015
29.4,1256.880005,22.48679728488935,11613.3,254.07,22700.88086,0.11007,0.1,4,174.354369,166.3516541,1281.869995,1296.624285,1314.9013264666667,22.510875218692348,1281.869995
26.37,1273.719971,22.14274107369237,11774.59,182.26,22284.42969,0.118752,0.08,4,174.354369,116.2304459,1256.880005,1289.75286,1313.8909912000001,20.81549068417726,1256.880005
24.44,1279.209961,22.267738470741577,11858.52,355.05,22300.23047,0.125656,0.07,4,174.354369,147.7964325,1273.719971,1283.9228515714287,1312.9613240333335,16.108158758097524,1273.719971
20.61,1298.380005,22.163984461089584,12036.53,143.39,22685.2207,0.135233,0.1,4,174.354369,151.3904724,1279.209961,1284.3899972857143,1312.5449910333334,16.528593540369226,1279.209961
20.21,1293.77002,21.99766448584278,12018.63,115.66,22857.90039,0.134058,0.1,4,174.354369,192.9297638,1298.380005,1282.8885674285714,1311.7023234,14.808543985090594,1298.380005
19.17,1297.540039,22.069349995790084,12086.02,133.94,22825.40039,0.130618,0.09,4,174.354369,231.2828827,1293.77002,1283.0528565714285,1310.8013265,14.988581464886863,1293.77002
18.0,1309.660034,22.16398682866236,12170.56,131.61,22915.2793,0.124911,0.09,4,174.354369,144.6799469,1297.540039,1287.0228621428573,1310.4273274666666,18.000747973049403,1297.540039
17.91,1313.800049,22.16398682866236,12220.59,129.79,23158.66992,0.116934,0.09,4,174.354369,130.9194946,1309.660034,1295.1542969999998,1310.1583292666667,14.661433734640351,1309.660034
19.44,1310.189941,21.891146070687487,12197.88,123.07,23068.18945,0.0795142,0.11,4,174.354369,131.8434906,1313.800049,1300.3642927142857,1309.5263264999999,12.016500509382189,1313.800049
18.16,1319.439941,21.971039235644398,12279.01,129.03,23060.35938,0.0627443,0.1,4,174.354369,196.354187,1310.189941,1306.1114327142857,1309.0969929999999,9.587709032375873,1310.189941
17.71,1328.26001,22.06078215908586,12350.61,140.34,23451.42969,0.0438428,0.1,4,174.354369,125.1337204,1319.439941,1310.380004857143,1309.1053263333336,11.9358321260373,1319.439941
17.74,1325.829956,21.994786068888455,12319.73,186.14,23527.51953,0.0228021,0.09,4,174.354369,126.2255402,1328.26001,1314.9599957142857,1308.75566,10.573234374646926,1328.26001
17.4,1332.410034,22.16398682866236,12376.72,147.6,23801.90039,-0.000385931,0.07,4,157.4958827,125.8775711,1325.829956,1319.9414235714287,1308.488326,9.111405769887426,1325.829956
17.5,1332.869995,22.16398682866236,12400.03,114.66,24150.58008,-0.0693454,0.06,3,157.4958827,71.92547607,1332.410034,1323.2571322857143,1308.1503254999998,8.968368565310787,1332.410034
17.25,1332.630005,22.071931018012066,12393.9,142.34,24150.58008,-0.0906754,0.07,3,157.4958827,103.4023361,1332.869995,1325.9471260000003,1308.7233276333332,8.469077711539292,1332.869995
16.9,1335.540039,22.16398682866236,12426.75,182.35,24285.05078,-0.111006,0.06,3,157.4958827,130.3882904,1332.630005,1329.5685685714286,1309.6613281333334,5.511848454599975,1332.630005
17.11,1333.51001,22.11095921922966,12409.49,158.59,24281.80078,-0.130345,0.04,3,157.4958827,74.62199402,1335.540039,1331.5785784285713,1310.5749959333334,3.3403524512731355,1335.540039
17.87,1328.170044,21.999413245953626,12380.05,122.82,24396.07031,-0.1487,0.04,3,157.4958827,84.77043915,1333.51001,1331.565726142857,1310.8513305666668,3.355388235342948,1333.51001
16.59,1324.459961,21.9700021101989,12381.11,109.95,24303.07031,-0.199513,0.05,4,157.4958827,98.69049072,1328.170044,1331.3700125714288,1310.7593302333335,3.761127795815323,1328.170044
17.09,1314.160034,22.17616455288371,12263.58,137.26,23976.36914,-0.217163,0.05,4,157.4958827,88.33514404,1324.459961,1328.7628697142857,1311.0203328333334,7.443093605181704,1324.459961
16.92,1314.410034,22.071562337184318,12270.99,118.95,24135.0293,-0.235445,0.06,4,157.4958827,111.5342712,1314.160034,1326.1257324285714,1311.2193359333332,8.877422842767453,1314.160034
16.27,1314.52002,22.077199699995248,12285.15,140.67,24014.0,-0.254365,0.07,4,157.4958827,110.6494446,1314.410034,1323.5385917142855,1310.6710042333332,9.295032165430824,1314.410034
15.32,1319.680054,22.16398682866236,12341.83,234.71,24008.07031,-0.273931,0.07,4,157.4958827,86.82132721,1314.52002,1321.2728795714286,1310.6220052333333,7.673603602383633,1314.52002
16.96,1305.140015,22.16398682866236,12201.59,190.22,23830.31055,-0.335071,0.07,4,157.4958827,86.95490265,1319.680054,1317.2200231428571,1310.4556722333332,7.625042021949119,1319.680054
15.83,1312.619995,22.08072338538506,12266.75,149.87,23520.61914,-0.354275,0.06,4,157.4958827,96.63265991,1305.140015,1314.9985875714285,1310.1490072000001,5.993906143966391,1305.140015
15.07,1330.359985,22.16695136283154,12453.54,203.9,23896.09961,-0.37265,0.06,4,157.4958827,80.79433441,1312.619995,1315.8414481428572,1310.4936727,7.714094366586827,1312.619995
14.69,1337.380005,22.000648941816962,12505.99,166.64,24138.31055,-0.390206,0.06,4,157.4958827,117.5860748,1330.359985,1319.1585868571426,1311.9026733666667,11.113819659921639,1330.359985
15.77,1335.25,21.485066498540217,12479.88,128.66,24138.31055,-0.451167,0.07,4,157.4958827,78.18482208,1337.380005,1322.1357248571428,1312.9350057333334,12.352080071789057,1337.380005
15.62,1347.23999,22.086306924386772,12595.37,183.98,24007.38086,-0.462331,0.07,4,157.4958827,144.0246887,1335.25,1326.8100062857143,1314.6300049,14.914903689356828,1335.25
15.35,1355.660034,22.12237029751414,12690.96,160.55,23892.83984,-0.471516,0.06,4,157.4958827,124.7256927,1347.23999,1331.9500034285713,1317.0896728666667,17.941000517879164,1347.23999
14.62,1360.47998,22.118723090505856,12763.31,148.76,23805.63086,-0.478727,0.04,4,157.4958827,110.5340652,1355.660034,1339.855712714286,1320.5430053666666,16.273492792216214,1355.660034
14.75,1363.609985,21.970030853925575,12810.54,378.62,23720.81055,-0.483965,0.04,4,157.4958827,68.87517548,1360.47998,1347.139997,1323.5393391666667,13.165706434242086,1360.47998
15.99,1361.219971,22.07036448486052,12807.36,150.96,23720.81055,-0.489758,0.05,4,126.1920664,115.2568588,1363.609985,1351.5485664285716,1326.2730061666666,11.695037621079047,1363.609985
16.7,1356.619995,22.16398682866236,12807.51,191.51,23633.25,-0.490909,0.03,4,126.1920664,269.1928711,1361.219971,1354.2971364285713,1328.2143391666666,9.93925068634765,1361.219971
17.08,1347.319946,22.16398682866236,12723.58,193.72,23315.24023,-0.491987,0.03,4,126.1920664,113.0170135,1356.619995,1356.0214144285715,1329.9993367,6.554998894423369,1356.619995
18.2,1335.099976,22.07036448486052,12584.17,176.95,23261.60938,-0.492992,0.02,4,126.1920664,101.1986084,1347.319946,1354.2871267142857,1331.2513346,9.9778668130155,1347.319946
18.4,1340.199951,22.16398682866236,12638.74,168.32,23159.14063,-0.493925,0.02,4,126.1920664,104.745224,1335.099976,1352.0785434285715,1332.2693318333334,11.25289385824858,1335.099976
17.16,1346.290039,22.173766633053745,12684.68,133.94,23336.0,-0.495786,0.03,4,126.1920664,126.0429993,1340.199951,1350.051409,1333.3523314999998,10.754250711736955,1340.199951
15.91,1357.160034,22.16398682866236,12760.36,156.0,23336.0,-0.49542,0.03,4,126.1920664,140.8026581,1346.290039,1349.1299874285712,1334.9180012666666,9.614900697026984,1346.290039
16.95,1342.079956,22.07036448486052,12630.03,200.68,23291.80078,-0.494476,0.03,4,126.1920664,88.72949219,1357.160034,1346.3956995714286,1335.6726684333335,8.224747435519317,1357.160034
16.03,1348.650024,22.05225147907816,12695.92,216.51,23073.75977,-0.492954,0.02,4,126.1920664,80.95888519,1342.079956,1345.2571322857143,1336.3523355666666,7.039770777971923,1342.079956
17.07,1337.77002,21.954851863069965,12595.75,169.94,23276.26953,-0.490853,0.03,4,126.1920664,114.1140366,1348.650024,1343.892857142857,1336.7503377,7.484686131689413,1348.650024
18.24,1329.469971,22.07036448486052,12548.37,192.31,22960.63086,-0.479726,0.04,4,126.1920664,87.1728363,1337.77002,1343.0885707142859,1336.6523356,8.777812068149684,1337.77002
17.55,1328.97998,22.122962485096842,12479.58,192.83,22901.08008,-0.472614,0.04,4,126.1920664,74.6394043,1329.469971,1341.4857177142858,1336.5226684333334,10.287728548572618,1329.469971
16.23,1340.680054,22.089875214104875,12560.18,175.12,23011.14063,-0.463573,0.05,4,126.1920664,85.31809235,1328.97998,1340.6842912857142,1336.7910034000001,10.067238556293539,1328.97998
15.52,1343.599976,22.011426285553615,12605.32,158.47,23163.38086,-0.452599,0.05,4,126.1920664,150.2536011,1340.680054,1338.7471401428572,1337.059667966667,7.290164497569871,1340.680054
17.43,1333.27002,22.125930471225562,12512.04,174.98,23199.39063,-0.439687,0.05,4,126.1920664,81.48226929,1343.599976,1337.488577857143,1337.0516682999998,7.3788246663708135,1343.599976
18.27,1317.369995,21.903636284444612,12381.26,150.72,22711.01953,-0.389887,0.06,4,126.1920664,119.9306641,1333.27002,1333.020002285714,1336.6916666666666,8.823119662370006,1333.27002
17.82,1316.280029,22.07036448486052,12356.21,145.92,22730.7793,-0.370393,0.06,4,126.1920664,134.6572113,1317.369995,1329.9500035714284,1336.4190022666667,10.478346212064523,1317.369995
17.07,1320.469971,22.13660857050351,12394.66,145.75,22747.2793,-0.349542,0.06,4,126.1920664,119.1035614,1316.280029,1328.6642892857142,1336.6293335,11.081843963239908,1316.280029
16.09,1325.689941,21.904830442727686,12402.76,149.07,22900.78906,-0.327325,0.05,4,126.1920664,103.6294098,1320.469971,1328.1942837142856,1337.0053303999998,11.135860572874453,1320.469971
15.98,1331.099976,21.86255931054157,12441.58,126.03,23118.07031,-0.303734,0.05,4,126.1920664,94.452034,1325.689941,1326.8257011428573,1337.5579956000001,9.86138770186427,1325.689941
15.45,1345.199951,22.27002802570459,12569.79,208.29,23684.13086,-0.19402,0.06,4,126.1920664,140.0239868,1331.099976,1327.0542690000002,1338.4086588333332,10.322732700302746,1331.099976
18.3,1314.550049,22.168086148859526,12290.14,183.02,23626.42969,-0.161995,0.05,4,158.0886236,96.12361145,1345.199951,1324.3799874285717,1338.7223266333335,10.855185752001669,1345.199951
18.09,1312.939941,22.048261755799473,12248.55,156.37,23253.83984,-0.131109,0.04,4,158.0886236,86.35473633,1314.550049,1323.7471225714285,1338.7329915,11.445096396930134,1314.550049
17.95,1300.160034,21.97746491688278,12151.26,157.74,22949.56055,-0.101349,0.04,4,158.0886236,66.98822784,1312.939941,1321.444266142857,1337.7263264666665,14.430365067960807,1312.939941
18.49,1286.170044,21.991896530566507,12089.96,166.6,22949.56055,-0.019368,0.05,4,158.0886236,62.4227562,1300.160034,1316.5442765714286,1336.0193277666665,19.683600738199534,1300.160034
18.07,1284.939941,22.07036448486052,12070.81,162.61,22868.66992,0.00469043,0.05,4,158.0886236,106.6198273,1286.170044,1310.7228479999999,1334.3423258,22.370488233796845,1286.170044
18.79,1279.560059,22.102235941312713,12048.94,156.87,22661.63086,0.027022,0.04,4,158.0886236,122.1393661,1284.939941,1303.3600027142857,1332.0863281,23.018268472132664,1284.939941
17.77,1289.0,21.926991611062896,12124.36,149.7,22609.83008,0.0476355,0.05,4,158.0886236,101.3338165,1279.560059,1295.3314382857145,1329.8643269666668,14.044379532087051,1279.560059
18.86,1270.97998,22.07036448486052,11951.91,178.31,22420.36914,0.066539,0.05,4,158.0886236,90.61734772,1289.0,1289.1071427142856,1326.8809936333334,13.759318745113351,1289.0
19.61,1271.829956,22.142153227575147,11952.97,153.37,22508.08008,0.113654,0.05,4,158.0886236,105.7652512,1270.97998,1283.2342877142858,1323.8216593333336,10.20603611964663,1270.97998
18.26,1287.869995,21.97610880252764,12076.11,159.62,22496.0,0.126971,0.05,4,158.0886236,43.32728195,1271.829956,1281.4785678571427,1321.3766601333332,7.510105068575283,1271.829956
21.32,1265.420044,22.127031679223975,11897.27,182.5,22343.76953,0.139201,0.05,4,158.0886236,81.83572388,1287.869995,1278.5142821428574,1318.3366617666666,9.244524328362973,1287.869995
22.73,1267.640015,22.07036448486052,11961.52,189.5,21953.10938,0.15035,0.05,4,158.0886236,115.5151825,1265.420044,1276.042864142857,1315.6806640666666,9.547884809185762,1265.420044
21.85,1271.5,22.315854596485774,12004.36,342.01,21695.25977,0.160422,0.04,4,158.0886236,77.90610504,1267.640015,1274.891427142857,1313.5606648666667,9.53903323874607,1267.640015
19.99,1278.359985,21.965880340964297,12080.38,127.25,21599.50977,0.184315,0.03,4,158.0886236,74.16196442,1271.5,1273.371425,1311.4993326666668,7.558275274187681,1271.5
18.86,1295.52002,22.123500085046526,12190.01,147.57,21850.58984,0.190317,0.03,4,158.0886236,79.22998047,1278.359985,1276.8771450000002,1309.8069987000001,11.11737298840325,1278.359985
18.52,1287.140015,22.036564684093765,12109.67,125.33,21859.9707,0.195358,0.02,4,158.0886236,56.08184814,1295.52002,1279.0642962857144,1307.4729980666666,11.4596601286767,1295.52002
19.29,1283.5,22.329388259412855,12050.0,206.76,21759.14063,0.199442,0.01,4,158.0886236,128.577713,1287.140015,1278.4400112857143,1305.5203328666664,11.010221590672437,1287.140015
21.1,1268.449951,22.02218693769569,11934.58,279.66,22171.94922,0.202568,0.02,4,158.0886236,115.0432129,1283.5,1278.8728551428571,1302.8469971,10.458809338007342,1283.5
20.56,1280.099976,21.970030853925575,12043.56,177.92,22041.76953,0.205863,0.02,4,158.0886236,108.4719925,1268.449951,1280.6528495714285,1300.9246623,9.214758301909113,1268.449951
19.17,1296.670044,22.026586115044672,12188.69,135.05,22061.7793,0.204458,0.03,4,158.0886236,66.17350006,1280.099976,1284.2485701428573,1299.8313314000002,9.930945242578936,1280.099976
17.27,1307.410034,22.192876005070453,12261.42,158.72,22061.17969,0.201741,0.02,4,158.0886236,81.51732635,1296.670044,1288.3985771428572,1299.1123332,12.734219690708953,1296.670044
16.52,1320.640015,22.158469403007242,12414.34,179.98,22398.09961,0.197712,0.03,4,158.0886236,101.4051361,1307.410034,1291.9871478571429,1298.4443319,17.661693931198425,1307.410034
15.87,1339.670044,22.05745868268245,12582.77,141.87,22398.09961,0.192368,0.02,4,197.9163576,88.81760406,1320.640015,1299.4914377142857,1298.3133341666664,24.925140985665426,1320.640015
16.06,1337.880005,22.037612967021563,12569.87,122.99,22747.94922,0.173256,0.02,4,197.9163576,83.86247253,1339.670044,1307.2600098571427,1298.4670003333333,27.456258986008137,1339.670044
16.34,1339.219971,21.994202656301212,12626.02,132.33,22517.55078,0.168546,0.01,4,197.9163576,41.54873657,1337.880005,1317.3700127142856,1299.1953328666666,23.532992048040366,1337.880005
15.95,1353.219971,22.126793350862936,12719.49,153.74,22530.17969,0.163826,0.03,4,197.9163576,93.25922394,1339.219971,1327.8157262857144,1300.4266642666666,20.228625083809757,1339.219971
15.95,1343.800049,22.002631787514527,12657.2,131.15,22726.42969,0.159096,0.03,4,197.9163576,65.35699463,1353.219971,1334.548584142857,1301.2043335333333,15.401888735955655,1353.219971
18.39,1319.48999,22.07887673889267,12505.76,133.25,22347.23047,0.145807,0.03,4,197.9163576,84.93763733,1343.800049,1336.274292142857,1300.9976685000001,12.197834075514278,1343.800049
19.87,1313.640015,22.16496888782315,12446.88,162.64,21663.16016,0.142985,0.03,4,197.9163576,75.8298645,1319.48999,1335.274292142857,1300.4156698,13.866042554881066,1319.48999
19.91,1317.719971,22.12446851504572,12491.61,139.97,21926.88086,0.141129,0.01,4,197.9163576,92.94522095,1313.640015,1332.1385674285714,1299.4996704666667,15.13057052687845,1313.640015
20.8,1308.869995,22.195409859087665,12437.12,140.81,21940.19922,0.140238,0.01,4,197.9163576,74.88043213,1317.719971,1327.9942802857145,1299.3103353333331,17.135934624996107,1317.719971
19.53,1316.140015,22.168479838050445,12479.73,215.42,21875.38086,0.140312,0.02,4,197.9163576,91.54486084,1308.869995,1324.6971437142856,1299.4170044666669,16.83375200447737,1308.869995
20.95,1305.439941,22.138672298852576,12385.16,148.95,21804.75,0.145386,0.02,4,197.9163576,72.80368805,1316.140015,1317.871425142857,1299.5930013666666,12.459309646359896,1316.140015
19.21,1326.72998,22.182950055526664,12587.42,167.55,21902.40039,0.147444,0.03,4,197.9163576,126.4942398,1305.439941,1315.4328438571429,1300.9449992333334,7.023295634360396,1305.439941
19.09,1325.839966,22.049656254264697,12571.91,140.34,22003.68945,0.14953,0.02,4,197.9163576,92.12239075,1326.72998,1316.3399832857142,1302.3083334,7.979635875961033,1326.72998
17.56,1343.800049,22.299649425120098,12724.41,188.41,21987.28906,0.151645,0.05,4,197.9163576,90.6063385,1325.839966,1320.6485595714287,1304.4496664,12.902623152534805,1325.839966
17.52,1345.02002,21.9825304810964,12681.16,136.76,22444.80078,0.15379,0.05,4,197.9163576,62.43583298,1343.800049,1324.5485665714284,1306.3170003999999,15.693879781082689,1343.800049
19.35,1337.430054,21.986513647166788,12592.8,128.76,22293.28906,0.160586,0.05,4,197.9163576,83.91838074,1345.02002,1328.6285750000002,1308.5320028666667,14.613789184135426,1345.02002
20.23,1331.939941,22.111321146935342,12501.3,145.14,22572.08008,0.163206,0.07,4,197.9163576,92.60036469,1337.430054,1330.885707285714,1310.535669033333,13.544466869882397,1337.430054
22.98,1304.890015,21.970022230894326,12302.55,182.77,22541.68945,0.166033,0.08,4,197.9163576,88.66615295,1331.939941,1330.8071464285713,1311.1030030333336,13.717150394211371,1331.939941
23.74,1300.670044,22.323016983992915,12240.11,148.71,22570.74023,0.169069,0.07,4,197.9163576,101.9832687,1304.890015,1327.0842984285714,1312.2780030333333,17.905147145027687,1304.890015
25.25,1292.280029,22.344867470659,12143.24,230.92,22440.25,0.172315,0.1,4,197.9163576,95.42375946,1300.670044,1322.2900217142856,1313.0993368333334,22.25780368201298,1300.670044
23.66,1286.939941,22.3261603884108,12132.49,182.82,22663.36914,0.183503,0.1,4,245.1267138,88.10020447,1292.280029,1314.1671491428572,1313.6140015333333,23.4433304995776,1292.280029
24.79,1254.050049,22.373133347115218,11866.62,207.06,22421.46094,0.186499,0.06,4,245.1267138,90.4602356,1286.939941,1301.171439,1312.8036703333332,28.217858364614685,1286.939941
23.38,1260.339966,22.58687143673244,11896.44,198.22,21992.7207,0.188429,0.02,4,245.1267138,86.63004303,1254.050049,1290.158569285714,1311.6310018666666,26.711496009324627,1254.050049
31.66,1200.069946,22.174066687675243,11383.68,300.76,21884.74023,0.189295,0.02,4,245.1267138,77.03646088,1260.339966,1271.3199985714286,1308.7286662333333,36.89412534904046,1260.339966
32.0,1199.380005,22.41972329318679,11444.61,406.31,20946.14063,0.189098,0.01,4,245.1267138,51.97543716,1200.069946,1256.24714,1305.9246664,42.081544104009694,1200.069946
